index,particle_id,type_b0,type_b1,type_b2,type_b3,flags16,ptr24,ptr28,ptr36,ptr48,ptr52,ptr56,field0,field4
89,24,2,0,0,0,3,1060,0,14136,14184,14204,14220,16385,4294903440
90,25,0,0,0,0,3,1060,0,14236,1292,14272,14288,24577,4294903416
91,25,2,0,0,0,3,1060,0,14304,14340,14360,14376,278532,4294903418
92,25,0,0,0,0,3,1060,0,14392,1292,14428,14444,16388,117376648
93,26,2,1,1,1,3,14460,14656,14668,14716,14736,14752,1073893444,4294903399
94,26,2,0,0,0,3,0,14656,14768,14804,0,14824,4160,16713319
95,27,0,0,0,0,3,1060,0,516,1292,14864,14880,16793864,4294903445
96,27,0,0,0,0,3,1060,14896,516,1292,14908,14880,16648,4294903445
97,27,0,0,0,0,3,1060,0,14924,1292,14960,14976,16793864,4294903445
98,27,0,0,0,0,3,1060,14896,14924,1292,14908,14992,16648,4294903445
99,27,0,0,0,0,3,1060,0,15008,1292,15044,15060,16392,4294903453
100,27,0,0,0,0,3,1060,15076,15088,1292,15044,15124,16793608,4294903453
101,27,2,0,0,0,3,1060,0,15140,1292,15176,15192,20480,4294903446
102,27,0,0,0,0,3,1060,0,15208,1292,15044,15244,16392,4294903453
103,28,0,0,0,0,3,1060,3472,15260,1292,15296,1536,282624,4294903439
104,29,2,0,0,0,3,1060,0,15312,1292,15348,15364,21249,4294903455
105,29,0,0,0,0,3,1060,0,15380,1292,15044,15416,16392,4294903453
106,29,0,0,0,0,3,1060,0,15432,1292,15044,15468,16392,4294903453
107,30,0,0,0,0,3,1060,15484,15496,1292,15532,15548,20481,4294903417
108,30,0,0,0,0,3,1060,15564,15576,1292,15296,1536,20481,4294903439
109,30,2,0,0,0,3,1060,15484,15612,1292,0,15648,285229057,4294903406
110,31,0,0,0,0,3,1060,0,15664,1292,1520,15700,303054848,4294903428
111,32,1,0,0,0,3,1060,0,15716,1292,15752,15768,33574913,4294903429
112,33,0,0,0,0,3,1060,0,15784,1500,1520,1536,33574912,4294903454
113,33,2,0,1,1,3,1704,0,15820,15868,184,11680,33685568,4294903403
114,33,0,0,0,0,3,1060,11696,15888,1292,15924,15940,67391492,4294903423
115,33,2,0,3,1,3,10664,0,3212,10872,1520,10892,33816660,4294903399
116,33,2,0,1,1,3,11052,0,11248,11296,184,10892,33947716,4294903403
117,34,2,3,3,3,3,15968,15564,7612,1292,184,16192,17842176,4294903399
118,37,2,0,0,0,1,1060,0,16208,16244,16264,16280,16421,4294903442
119,38,2,0,3,3,1,1060,13008,16296,16332,13076,16352,17055744,4294903418
120,38,2,0,0,0,3,11776,11972,11984,1292,12020,12036,1074020420,50267765
121,38,2,0,0,0,3,16368,11972,3212,12552,584,12572,262144,4294903399
122,38,2,0,0,0,3,12812,11972,3212,12552,584,12572,262144,4294903399
123,38,1,0,0,0,2,1060,11972,16564,1652,16600,1688,286724,4294903402
124,38,2,0,0,0,3,1060,11972,13320,1292,13356,13372,283393,4294903420
125,38,0,0,0,0,1,1060,16616,14040,14076,584,16628,17063940,4294903411
126,38,1,0,3,3,1,1060,11972,16644,1652,16600,1688,286724,4294903402
127,38,2,0,3,3,2,1060,13008,16296,16332,13076,16680,17055744,4294903418
128,38,2,0,3,3,1,1060,13008,13020,13056,13076,16708,278528,4294903418
129,38,2,0,0,0,3,13764,11972,3212,12552,584,12572,262144,4294903399
130,39,0,0,0,0,3,1060,0,14236,1292,14272,16724,24577,4294903416
131,39,2,0,0,0,3,1060,0,16740,16776,16796,16812,2113536,4294903418
132,39,0,0,0,0,3,1060,0,15496,1292,15532,16828,20481,4294903417
133,39,2,0,0,0,3,1060,0,16844,16776,16880,16812,4210688,4294903418
134,40,0,0,0,0,3,1060,0,16896,1292,16932,14992,16520,4294903457
135,41,0,0,0,0,3,1060,16948,16960,1292,16996,17012,20484,4294903414
136,41,0,0,0,0,3,1060,17028,16960,1292,16996,17012,20484,4294903414
137,41,0,0,0,0,3,1060,17040,16960,1292,16996,17012,20484,4294903414
138,42,2,0,0,0,3,1060,0,17052,1292,16264,17088,16385,4294903442
139,43,1,0,3,3,3,1060,0,17104,17140,17160,17176,2121728,4294903437
140,43,2,0,3,3,3,13460,0,13680,13728,1520,13748,16392,4294903419
141,44,1,0,0,0,3,1060,0,17104,17140,17160,17176,2121728,4294903437
142,46,2,0,3,3,3,1060,0,3212,1292,17192,17208,16392,4294903456
143,47,2,0,0,0,3,17224,0,17420,1292,17456,17472,2113600,4294903406
144,48,2,0,3,1,3,17488,0,3212,17720,184,17740,16384,4294903399
145,49,0,0,0,0,3,17756,0,17952,1292,17988,14992,16520,4294903434
146,50,0,0,0,0,3,17756,0,18004,1292,17988,14992,16520,4294903434
147,51,0,0,0,0,3,1060,18040,18052,18088,18108,18124,311297,4294903412
148,52,2,0,0,0,3,1060,18140,18152,18228,18248,18264,16793600,4294903413
149,53,2,0,0,0,3,1060,0,14304,14340,18280,18296,278532,4294903418
150,53,0,0,0,0,3,1060,11972,18312,1292,18348,18364,278532,4294903415
151,54,0,0,0,0,3,1060,0,18380,1292,16932,14992,16520,4294903457
152,55,0,0,0,0,3,18416,0,18612,1292,17988,14992,16520,4294903434
153,56,0,0,0,0,3,1060,0,18648,1292,18684,18700,4194304,4294903415
154,57,2,0,3,1,3,17488,0,3212,17720,184,17740,16384,4294903399
155,58,2,0,3,1,3,17488,0,3212,17720,184,17740,16384,4294903399
156,59,2,0,3,1,3,17488,0,3212,18752,184,17740,16384,4294903399
157,60,2,3,3,3,3,12052,0,13680,18772,1520,12340,16793600,4294903399
158,60,2,0,0,0,3,18792,11972,3212,12552,584,12572,262144,4294903399
159,60,2,0,3,3,3,13460,0,13680,13728,1520,18988,16392,4294903419
160,60,2,0,0,0,3,19004,11972,3212,12552,584,12572,262144,4294903399
161,60,2,0,0,0,3,19200,11972,3212,12552,584,12572,262144,4294903399
162,60,1,0,3,3,1,1060,11972,19396,1652,13996,14012,286724,4294903402
163,60,2,0,0,0,3,11776,11972,19432,1292,12020,12036,1074020420,50267765
164,60,2,0,0,0,3,1060,11972,19468,1292,13356,19504,283393,4294903420
165,61,2,0,0,0,3,13108,12784,3212,12552,584,13304,262145,201262695
166,61,2,0,0,0,3,12588,12784,3212,12552,584,13444,262144,4294903399
167,61,2,0,0,0,3,12588,12784,3212,12552,584,12572,262144,4294903399
168,61,2,0,0,0,3,12588,12784,3212,12552,584,19520,262144,4294903399
169,62,2,0,0,0,3,19536,0,3212,12552,584,19732,0,4294903399
170,66,2,1,3,3,3,19748,0,836,19968,19988,7040,3355725888,33490535
171,67,2,1,1,1,3,20004,0,20200,20264,20284,20300,1208250452,251594357
172,69,1,0,0,0,3,1060,0,20316,20352,17160,20372,16384,4294903437
173,69,2,0,3,3,3,13460,0,13680,13728,1520,18988,16392,4294903419
174,69,2,1,1,1,3,20388,0,20584,20632,1520,20652,2147500032,4278847079
175,70,0,0,0,0,3,1060,0,20668,1292,1520,17208,1064960,4294903424
176,70,0,0,0,0,3,1060,20704,20716,1292,20752,20768,16392,4294903453
177,70,0,0,0,0,3,1060,20704,20784,1292,20820,20836,16793608,4294903453
178,71,0,0,0,0,3,0,20852,20864,20900,20920,20936,4161,4294903435
179,72,0,0,0,0,3,0,20952,20964,20900,21000,20936,4161,4294903435
180,74,0,0,0,0,3,0,21016,20964,20900,20920,20936,4161,4294903435
181,77,2,0,0,0,3,1060,0,21028,1292,21064,21080,16384,4294903407
182,77,2,0,0,0,3,1060,0,21096,21132,21064,21152,21252,4294903420
183,77,2,0,0,0,3,11776,0,21168,1292,21204,21220,16388,4294903413
184,78,0,0,0,0,3,1060,0,21236,21272,1520,1536,33574920,4294903438
185,78,2,3,3,3,3,21292,21488,3212,21524,6484,21544,50348096,4294903399
186,78,2,3,3,3,3,21292,11972,3212,21524,6484,21544,50348096,4294903399
187,78,2,3,3,3,3,21292,0,3212,21524,6484,21560,50348096,4294903399
188,78,2,0,3,1,3,1704,0,21576,21612,1520,21632,2468479040,4294903403
189,78,2,3,3,3,3,21292,3472,3212,21648,6484,21560,50348096,4294903399
190,78,2,3,3,3,3,21292,0,3212,21524,6484,21544,50348096,4294903399
191,79,2,0,0,0,3,1060,0,21668,1292,21704,21720,17156,4294903420
192,79,4,0,0,0,3,21736,0,21932,1292,21968,21984,16388,134153837
193,80,2,0,0,0,3,1060,0,22000,22036,584,22056,0,134153831
194,80,0,0,0,0,3,1060,0,22072,22108,10012,22128,24580,4294903411
195,80,0,0,0,0,3,1060,0,22144,22108,22180,22196,16388,4294903411
196,81,0,0,0,0,3,1060,22212,22224,22036,22260,22276,278528,4294903412
197,82,0,0,0,0,3,1060,0,22292,22108,22328,22344,24580,4294903411
198,83,2,0,0,0,3,22360,0,3212,12552,584,19732,0,4294903399
199,83,2,0,0,0,3,22556,0,3212,12552,584,19732,0,4294903399
200,83,2,0,0,0,3,1060,0,22752,1292,22788,22804,21253,4294903420
201,83,1,0,3,3,3,1060,22820,22832,1652,22868,1688,286724,4294903402
202,83,0,0,0,0,3,1060,22884,22896,14076,22932,22948,16793604,4294903411
203,83,2,0,3,3,3,1060,15484,16296,16332,22964,16352,16793600,4294903418
204,83,2,0,0,0,3,11776,22980,19432,1292,21204,22992,1074020420,50267765
205,84,2,0,0,0,3,1060,0,23008,1292,23044,23060,21252,4294903420
206,86,2,1,1,1,3,23076,23272,3144,3796,184,23284,3221241936,4278650478
207,87,2,0,0,0,3,22556,0,3212,12552,584,19732,0,4294903399
208,87,2,0,0,0,3,320,0,23300,23336,23356,23372,2164260864,4279567975
209,87,2,0,0,0,3,1060,0,23388,1292,23424,23440,16797697,4294903399
210,87,2,0,3,3,3,1060,15484,16296,16332,23468,23484,16793600,4294903418
211,87,2,0,0,0,3,23500,0,3212,12552,584,19732,0,4294903399
212,88,1,0,3,3,3,1060,0,23696,1652,1672,23732,286720,4294903402
213,88,2,3,3,3,3,23748,0,7612,23944,184,23964,3238019136,4279633511
214,89,0,0,1,1,3,11332,0,23980,24016,1520,24036,33583204,4279240318
215,90,0,0,0,0,3,2552,1452,24052,24088,1520,11036,282624,4294903422
216,91,0,0,0,0,1,1060,24108,14040,24120,24140,14096,17063940,4294903411
217,91,2,0,0,0,1,1060,11972,24156,1292,24192,24208,283397,4294903420
218,91,2,0,0,0,1,12812,11972,3212,12552,584,12572,262144,4294903399
219,91,2,0,0,0,1,24224,11972,3212,12552,584,12572,262144,4294903399
220,91,2,0,0,0,2,1060,11972,24420,1292,24192,24456,283397,4294903420
221,91,1,0,0,0,1,1060,24472,24484,1652,24520,24536,286724,4294903402
222,91,1,0,0,0,2,1060,11972,24552,1652,24520,24588,286724,4294903402
223,91,2,0,3,3,1,1060,13008,24604,13056,24640,16708,278532,4294903418
224,91,2,0,0,0,2,11776,11972,24656,1292,19988,12036,278596,218039925
225,91,2,0,3,3,1,1060,13008,24692,16332,24728,16352,17055748,4294903418
226,91,2,0,0,0,1,11776,11972,11984,1292,19988,24744,278596,184485493
227,92,2,0,3,1,3,10664,0,3212,10872,1520,24772,33816640,4294903399
228,93,0,0,0,0,3,1060,0,13388,24788,22328,24808,24576,4294903411
229,93,2,0,0,0,3,24824,0,25020,1292,25056,25072,544768,33490541
230,94,2,0,0,0,3,1060,0,25088,1292,1520,25124,33574912,4294903427
231,95,1,0,1,1,3,25140,25336,19432,25348,25368,25384,1074397252,33490549
232,96,1,0,0,0,3,25400,0,19432,1292,25368,25596,524292,167708277
233,97,2,0,0,0,3,11776,25612,25624,25672,6484,25692,278532,4294903413
234,98,0,0,0,0,3,1060,14896,25708,1292,14908,14992,16648,4294903445
235,98,0,0,0,0,3,1060,14896,516,1292,14908,25744,16648,4294903445
236,98,0,0,0,0,3,1060,0,516,1292,14864,25744,16793864,4294903445
237,98,2,0,3,3,3,1060,0,25760,1292,15176,25796,20480,4294903446
238,98,0,0,0,0,3,1060,0,25708,1292,14960,14992,16793864,4294903445
239,99,2,0,0,0,3,11776,0,3532,1292,21204,25812,16384,83822197
240,100,0,0,0,0,3,1060,1452,25828,1500,1520,1536,37769216,4294903426
241,100,2,3,3,3,3,25864,0,26084,26132,1520,26152,50479172,4294903449
242,100,2,3,3,3,3,25864,0,26168,26132,1520,26152,50479172,4294903449
243,100,2,3,3,3,3,25864,0,26204,26132,1520,26152,50479172,4294903449
244,101,2,0,3,3,3,26240,26436,4692,4740,1520,26448,16384,4294903452
245,102,0,0,0,0,3,1060,0,15432,1292,15044,15060,16392,4294903453
246,102,2,0,0,0,3,1060,0,15140,1292,15176,15192,20480,4294903446
247,102,2,0,0,0,3,1060,0,26464,1292,22788,26500,21249,4294903420
248,102,0,0,0,0,3,1060,0,15380,1292,15044,26516,16392,4294903453
249,103,1,0,0,0,3,11776,0,26532,1292,12020,20300,1074266308,50267765
250,104,2,7,3,3,3,26568,26764,15664,26828,184,26848,1073741888,69666407
251,105,2,0,0,0,3,11776,0,26864,1292,12020,26900,4101,4294903413
252,105,2,0,0,0,3,26916,0,3212,12552,584,19732,0,4294903399
253,106,2,0,0,0,3,27112,1452,27308,1292,27344,27360,24576,83822197
254,106,2,0,0,0,3,27376,0,27572,27620,27640,27656,24580,251594357
255,107,2,0,0,0,3,24824,27672,27684,1292,27720,27736,16385,4294903405
256,107,2,0,0,0,3,24824,27672,27684,1292,27720,27752,16385,33490535
257,108,2,1,1,1,3,27768,27964,836,27976,19988,27996,3221229632,35325543
258,109,0,0,0,0,3,1060,0,28012,1292,28048,28064,20480,4294903411
259,110,2,1,1,1,3,28080,28276,836,27976,19988,28288,3221229632,34014823
260,111,2,0,0,0,3,1060,28304,3212,1292,4824,28316,32768,67044968
261,111,2,1,1,1,3,28332,28528,836,28540,19988,28560,1073877056,35391079
262,111,2,1,1,1,3,28576,28528,836,28540,19988,28772,1073877056,4280026727
263,112,2,0,0,0,3,1060,0,3212,1292,4824,4840,0,301925991
264,112,2,3,3,3,3,28788,0,28984,29032,19988,29052,3355840512,4284089959
265,113,2,1,1,1,3,28332,0,29068,29104,29124,29140,1208373316,4294903413
266,113,2,1,1,1,3,29156,0,14768,29104,29124,29140,1208373312,35522157
267,114,2,0,0,0,3,1060,0,29352,1292,23424,29388,16797697,4294903399
268,115,2,0,0,0,3,1060,0,29404,1292,23424,29440,16797697,4294903399
269,116,2,0,0,0,3,24824,27672,29456,1292,27720,25072,524292,33490549
270,117,2,1,1,1,3,29492,0,29688,29736,19988,29756,3221360640,35325543
271,117,2,1,1,1,3,29492,0,29688,29772,19988,29756,3221360640,35325543
272,118,2,0,0,0,3,1060,0,29792,1292,4824,4840,16388,67044968
273,118,2,1,1,1,3,29828,4436,30024,30060,184,30080,1216741440,4280026727
274,118,2,1,1,1,3,0,4436,30024,30060,184,30080,1216741440,4280026727
275,119,2,0,3,3,3,1060,0,30096,30132,932,30152,282628,4294903448
276,119,2,0,3,3,3,1060,0,30096,30132,932,30152,282628,4294903448
277,119,2,1,1,1,3,24824,0,30180,30216,30236,30252,1208242244,4280354407
278,119,2,1,1,1,3,30268,0,30180,30216,932,30252,1208242244,69273205
279,119,2,0,3,3,3,1060,0,30096,30132,932,30152,282628,4294903448
280,119,2,0,3,3,3,1060,0,30096,30132,932,30152,282628,4294903448
281,120,0,0,0,0,3,24824,0,30464,1292,30500,30516,21252,4294903447
282,121,2,1,1,1,3,30532,0,30728,20264,30764,30252,1208766532,4294903413
283,122,2,1,1,1,3,30780,0,30180,30216,30976,30252,1208766532,69338741
284,122,2,1,1,1,3,24824,0,30180,30216,30976,30252,1208242244,4280419943
285,123,2,0,0,0,3,24824,0,30992,31028,932,31048,16797760,4280485479
286,124,2,1,1,1,3,31064,0,31260,31308,1520,31328,135544896,4294903425
287,125,2,1,1,1,3,1060,31344,31356,31392,1520,31412,28704,4294903425
288,126,0,0,0,0,3,1060,0,31428,1292,1520,17208,1064964,4294903424
289,126,2,1,1,1,3,31464,0,31660,31708,1520,31728,152322052,4294903425
290,127,0,0,0,0,3,1060,0,31744,1292,1520,17208,1064964,4294903424
291,128,2,0,0,0,3,24824,0,30992,1292,932,31780,16863296,4280485479
292,129,2,0,1,1,3,31796,0,836,32056,932,32076,2164265024,4280616551
293,131,2,1,1,1,3,32092,0,32288,31308,1520,31328,1209286720,4294903425
294,132,0,0,0,0,3,1060,0,32336,1292,1520,17208,1064960,4294903424
295,132,0,0,0,0,3,1060,0,32372,1292,1520,32408,1064960,4294903424
296,133,2,1,1,1,3,1060,31344,32424,31392,1520,31412,28704,4294903425
297,134,0,0,0,0,3,1060,32460,32472,22036,584,32508,20987904,4294903412
298,135,0,0,0,0,3,1060,15564,32472,22036,584,32524,20987904,4294903412
299,136,0,0,0,0,3,1060,0,32540,1292,32576,14992,16392,4294903464
300,136,0,0,0,0,3,1060,0,32592,1292,32576,32628,16392,4294903464
301,137,2,1,1,1,3,32644,23272,3144,32840,184,3816,3355721792,4278650478
302,138,2,0,1,1,1,11332,0,32860,32908,184,11680,33693760,4294903403
303,138,1,0,1,1,3,32928,0,33148,33196,1520,33216,2181058560,4281206375
304,138,1,0,1,1,1,33232,0,33452,33488,1520,33508,33701888,4294903430
305,138,1,0,1,1,1,33524,0,33148,33196,1520,33216,2181066752,4279240295
306,139,0,0,3,3,3,1060,0,33720,1292,1520,33216,34619392,4294903431
307,140,2,0,0,0,3,10664,33756,33768,33816,1520,33836,100,4294903399
308,140,2,0,0,0,3,10664,33756,33768,33852,1520,33836,262212,4294903399
309,141,1,1,1,1,3,1060,0,15664,33872,33892,33908,1208246272,4294903413
310,141,2,1,1,1,3,33924,0,34120,33872,34156,33908,1208238096,4294903451
311,142,0,0,0,0,3,1060,0,34172,34208,34228,34244,24576,4294903411
312,143,0,2,2,2,3,1060,22980,34260,34296,34228,34316,24608,4294903411
313,144,0,2,2,2,3,1060,34332,34344,34392,34228,34412,24612,4294903411
314,145,2,0,0,0,3,1060,0,516,34428,21064,34448,401472,4294903413
315,145,2,1,0,0,3,34464,0,3144,34428,34660,34448,393280,4294903460
316,146,0,0,0,0,3,1060,0,34676,34712,34732,34748,24608,4294903411
317,147,0,0,0,0,3,1060,0,34764,0,22328,34812,24612,4294903411
318,148,2,0,0,0,3,1060,0,23300,1292,21704,34828,17152,4294903420
319,148,2,0,0,0,3,34844,0,516,35040,184,35060,131136,4294903399
320,149,0,0,0,0,3,1060,35076,35088,35124,13832,35144,16801792,4294903411
321,150,2,0,0,0,3,35160,35356,35368,1292,0,35404,16801792,4294903461
322,151,2,0,0,0,3,1060,35356,35368,1292,0,35420,16801792,4294903461
323,152,2,0,0,0,3,35436,0,836,35632,30976,35652,266304,83822183
324,153,4,0,0,0,3,35668,0,35864,35900,35920,35936,4128,4282779245
325,154,2,0,0,0,3,1060,0,2384,1292,35952,35968,17152,134153897
326,154,4,1,1,1,3,35984,0,36180,36216,36236,36252,134496320,83822189
327,155,2,0,0,0,3,36268,0,36464,1292,36500,36516,20484,4294903405
328,156,2,1,1,1,3,36532,0,36728,31028,30976,20300,3355709508,71632487
329,156,0,0,0,0,3,616,0,30464,1292,30500,36792,21252,4294903447
330,157,2,1,1,1,3,36808,0,36728,37044,30976,20300,3221491716,4282713703
331,157,2,0,0,0,3,1060,15484,37064,16332,932,16680,16793604,4294903418
332,158,5,0,0,0,3,1060,0,37100,1292,932,37136,16396,4294903466
333,159,2,0,1,1,3,37152,0,37348,37396,1520,37416,1208238144,4294903467
334,159,2,0,1,1,3,37152,0,37348,37396,1520,37416,1208238144,4294903467
335,159,0,0,0,0,3,1060,15564,37444,4124,37480,37496,4100,4294903439
336,160,2,1,1,1,3,37512,0,37708,31028,36500,37744,1208242240,4294903405
337,162,2,0,0,0,3,11776,22980,37760,1292,12020,37796,1074020420,50267765
338,162,1,0,3,3,3,1060,11972,37812,1652,16600,1688,286724,4294903402
339,162,2,0,0,0,3,1060,0,37848,1292,13356,37884,21249,4294903420
340,163,2,0,0,0,3,24824,0,37900,1292,36500,25072,28708,4294903413
341,164,4,1,1,1,3,37936,0,36180,38132,36236,38152,16416,83822189
342,165,1,0,3,3,3,1060,11972,38168,1652,38204,1688,286724,4294903402
343,165,2,0,0,0,3,11776,22980,38220,1292,38256,37796,1074020420,50267765
344,172,0,0,0,0,3,1060,0,38272,38308,38328,38344,16805888,4294903411
345,173,0,0,0,0,3,1060,0,35088,0,34732,38360,24576,4294903411
346,174,0,0,0,0,3,1060,0,38376,22108,38412,38428,16388,4294903411
347,175,2,0,0,0,3,1060,0,38444,38480,38500,38516,134496260,4294903413
348,175,2,0,0,0,3,1060,0,38444,38480,38532,38516,134496260,4294903413
349,176,2,1,1,1,3,38548,0,38744,38780,6484,38800,1208287296,3868263
